vin,make,model,trim,transmission,color,interior
1b3ej46x9xn571189,DODGE,Stratus,Base,,,
1ftww33f1xea17316,FORD,F-350,,,,
1j4fy19s0xp438851,JEEP,Wrangler,Sport/TJ,,,
1gcek19r8wr124707,CHEVROLET,GMT-400,,,,
1j4fy19s8xp409047,JEEP,Wrangler,Sport/TJ,,,
1fmpu18l0wlb42052,FORD,Expedition,,,,
1gndx03e2wd340442,CHEVROLET,Venture,,,,
1fmpu18l9wlb78970,FORD,Expedition,,,,
1j4fy49s3wp715699,JEEP,Wrangler,Sahara/TJ,,,
1j4fy19s5wp802521,JEEP,Wrangler,Sport/TJ,,,
1g2wj52k5vf243881,PONTIAC,Grand Prix,,,,
4n2dn11w9td846178,NISSAN,Quest,,,,
1g3aj55m5t6374955,OLDSMOBILE,Cutlass Ciera,SL,,,
3fa6p0t96er361827,FORD,Fusion,,,,
3c4pddfg8dt657099,DODGE,Journey,R/T,,,
wau3gafc1cn047770,AUDI,A7,,Automatic,,
jtjbt20x060117253,LEXUS,GX,470,,,
2hkyf18725h540436,HONDA,Pilot,EX-L,Automatic,,
1gcec19rxwr155826,CHEVROLET,GMT-400,,,,
4m2zu55p5wuj18314,MERCURY,Mountaineer,,,,
1j4gz78y5rc324252,JEEP,Grand Cherokee,Limited,,,
1ftdf15n9nna41540,FORD,F-150,,,,
2g4gv5ek7e9314633,BUICK,Regal,Fleet,,,
wbakc8c51bc432391,BMW,750Lxi,,,,
1gyee637680140207,CADILLAC,SRX,,,,
1gbdv13wx7d180877,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1g1yy26e375104160,CHEVROLET,Corvette,,,,
1ftrx14w87fb36696,FORD,F-150,Styleside,,,
salsk25487a987793,LAND ROVER,Range Rover Sport,HSE Spec 3,Automatic,,
jm3er293370106450,MAZDA,CX-7,,,,
jtjbt20xx70135213,LEXUS,GX,470,,,
wdbrf52h17f920425,MERCEDES-BENZ,C-Class,,,,
jm3er293670148479,MAZDA,CX-7,,,,
1lnhm81v27y600140,LINCOLN,Town Car,,,,
5tfrv54157x012526,TOYOTA,Tundra,SR5,,,
5tbrt54187s450851,TOYOTA,Tundra,SR5,,,
1g1yy26u165103630,CHEVROLET,Corvette,,,,
1c3el56t76n200336,CHRYSLER,Sebring,,,,
2gtek13z261275172,GMC,Sierra,,,,
salmf13436a206879,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
salsf25406a977956,LAND ROVER,Range Rover Sport,HSE,Automatic,,
salsf25416a913022,LAND ROVER,Range Rover Sport,HSE,Automatic,,
2c4gm68455r656740,CHRYSLER,Pacifica,Touring,,,
2c4gm68475r550483,CHRYSLER,Pacifica,Touring,,,
2c8gf48425r442298,CHRYSLER,Pacifica,Base,,,
jf1sg656x4h717202,SUBARU,Forester,2.5XS,Automatic,,
jm1fe17nx40123944,MAZDA,RX-8,,,,
1g1yy22g035125310,CHEVROLET,Corvette,,,,
jn1az34d93t112097,NISSAN,350Z,,,,
jn1az34e13t014271,NISSAN,350Z,,,,
1fmzu62k22zc75862,FORD,Explorer,XLS,,,
1b4gp25322b584690,DODGE,Caravan,SE,,,
1fmru15l6ylb16801,FORD,Expedition,,,,
wp0ca2994ys650151,PORSCHE,911,Cabrio,,,
1j4fy19s6vp543889,JEEP,Wrangler,Sport/TJ,,,
1g1yy22p3t5119789,CHEVROLET,Corvette,Corvette & Convertible,,,
4a32b2ff7ce006263,MITSUBISHI,Galant,,,,
jtmzf4dv1cd033282,TOYOTA,RAV4,Standard,,,
1g1za5eb6a4103146,CHEVROLET,Malibu,Fleet Vehicle,,,
1fdne1bw5ada72686,FORD,E-150,,,,
5tfrv58127x024398,TOYOTA,Tundra,Limited,,,
1gyee63ax60183733,CADILLAC,SRX,,,,
5fnyf18736b026286,HONDA,Pilot,EX-L( with NAVI),Automatic,,
salmf15436a218656,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
1g1yy24u655105259,CHEVROLET,Corvette,,,,
jtjht00wx43536115,LEXUS,LX,470,,,
jm1fe17n640138974,MAZDA,RX-8,,,,
jn1az34e74t061757,NISSAN,350Z,,,,
2b6hb11y01k560029,DODGE,Ram Van,1500,,,
1gccs19x5xk233478,CHEVROLET,S-10 Pickup,,,,
1ftww33f6x5c94916,FORD,F-350,,,,
salsf25456a926856,LAND ROVER,Range Rover Sport,HSE,Automatic,,
jn1az34e14t061236,NISSAN,350Z,,,,
jm3er293970116321,MAZDA,CX-7,,,,
jn1bz34e57m552542,NISSAN,350Z,,,,
jf1sg63677h719870,SUBARU,Forester,2.5X,Automatic,,
3gnda23d46s548133,CHEVROLET,HHR,LT,,,
2a4gm68496r649026,CHRYSLER,Pacifica,Touring,,,
2c4gm684x5r305337,CHRYSLER,Pacifica,Touring,,,
4f2yz96155km05215,MAZDA,Tribute,,,,
2hkyf18535h533574,HONDA,Pilot,EX-L,Automatic,,
1g1yy22g8v5102621,CHEVROLET,Corvette,,,,
3gnal4ekxfs506764,CHEVROLET,Captiva Sport,LTZ,,,
3gnal3ekxfs521548,CHEVROLET,Captiva Sport,1LT,,,
3gnal3ek7fs520065,CHEVROLET,Captiva Sport,1LT,,,
4a32b2ff2ae010377,MITSUBISHI,Galant,,,,
1g1yy26u275107610,CHEVROLET,Corvette,,,,
jm3er293970119137,MAZDA,CX-7,,,,
1g1yy26u965129408,CHEVROLET,Corvette,,,,
1g1yy26u765106161,CHEVROLET,Corvette,,,,
1g1yy26u965128842,CHEVROLET,Corvette,,,,
2a4gm68476r658100,CHRYSLER,Pacifica,Touring,,,
2a4gm68476r614517,CHRYSLER,Pacifica,Touring,,,
jn1az34e76m353759,NISSAN,350Z,,,,
1g1yy24u655132493,CHEVROLET,Corvette,,,,
2hkyf18765h536597,HONDA,Pilot,EX-L,Automatic,,
wvwad63bx5e064940,VOLKSWAGEN,Passat,,,,
wp0ca29973s653585,PORSCHE,911,"Cabriolet (2WD), Cabriolet 4 (4WD)",,,
4b3ag42h31e009970,DODGE,Stratus,SE,,,
1j4fy19s9xp457611,JEEP,Wrangler,Sport/TJ,,,
1g1yy22g0v5102323,CHEVROLET,Corvette,,,,
1g1yy26e565125929,CHEVROLET,Corvette,,,,
1g1yy22gx45103834,CHEVROLET,Corvette,,,,
1g1yy22g135135439,CHEVROLET,Corvette,,,,
jtjht00w033530306,LEXUS,LX,470,,,
1g1yy22gxy5127203,CHEVROLET,Corvette,,,,
1g1yy26e375102974,CHEVROLET,Corvette,,,,
1g1yy26ux65126145,CHEVROLET,Corvette,,,,
1g1yy24u355111164,CHEVROLET,Corvette,,,,
1g1yy24u155125466,CHEVROLET,Corvette,,,,
4a32b2ffxce017208,MITSUBISHI,Galant,,,,
jm3er293970138531,MAZDA,CX-7,,,,
salae25486a378110,LAND ROVER,LR3,SE / V8 SE,Automatic,,
1g1yy22g445130026,CHEVROLET,Corvette,,,,
1g1yy25u975132814,CHEVROLET,Corvette,,,,
1g1yy25u875102266,CHEVROLET,Corvette,,,,
1g1yy22g545128141,CHEVROLET,Corvette,,,,
1gbdv13127d149613,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1g1yy25ux65133243,CHEVROLET,Corvette,,,,
jf1sg65604h757305,SUBARU,Forester,2.5XS,Automatic,,
1b7gg2an7ys754545,DODGE,Dakota,Base,,,
1gcncrea5bz318360,CHEVROLET,Silverado,LT,,,
1ftfw1ev0aka58179,FORD,F-150,Styleside,,,
1gyee53a480131124,CADILLAC,SRX,,,,
1gbgg25k581108530,CHEVROLET,Express,,,,
jf1sg63606h706294,SUBARU,Forester,2.5X,Automatic,,
1g6dc67a250185141,CADILLAC,STS,,,,
1fmdu74kx5ua77044,FORD,Explorer,Eddie Bauer,,,
1gyee637140161380,CADILLAC,SRX,,,,
2c8gf68414r535193,CHRYSLER,Pacifica,Touring,,,
1fmyu92134da20349,FORD,Escape,,,,
jtjht00w643544048,LEXUS,LX,470,,,
2d4gp44313r113328,DODGE,Caravan/Grand Caravan,Sport,,,
wp0ca29963s651049,PORSCHE,911,"Cabriolet (2WD), Cabriolet 4 (4WD)",,,
1ftpx17l8ynb52719,FORD,F-150,,,,
2gtek19t2x1565335,GMC,Sierra,,,,
2c4rdgdg8er204683,DODGE,Grand Caravan,Crew,,,
3vwf17at7em640586,VOLKSWAGEN,Beetle,,Automatic,,
jm1cr29l970132857,MAZDA,Mazda5,,,,
jm1fe173470210628,MAZDA,RX-8,,,,
salae25456a398122,LAND ROVER,LR3,SE / V8 SE,Automatic,,
2d4fv48v05h558276,DODGE,Magnum,Base/SXT,,,
1mefm50275a614038,MERCURY,Sable,,,,
2hkyf18494h585426,HONDA,Pilot,EX,Automatic,,
1b4hs28z3xf683635,DODGE,Durango,Base,,,
1ftrx27l9xka34368,FORD,F-250,,,,
wbakb8c59cc963598,BMW,750Li,LWB,,,
1lnhm82v07y622216,LINCOLN,Town Car,,,,
1fmzu62k52zc89349,FORD,Explorer,XLS,,,
4n2xn11t3yd815275,NISSAN,Quest,,,,
1ftef15n7rna51462,FORD,F-150,,,,
2d4fv48v75h166685,DODGE,Magnum,Base/SXT,,,
3gnal2ek4fs522995,CHEVROLET,Captiva Sport,2LS,,,
3gnal3ek0fs522899,CHEVROLET,Captiva Sport,1LT,,,
3gnal2ekxfs506249,CHEVROLET,Captiva Sport,2LS,,,
3gnal3ek1fs522605,CHEVROLET,Captiva Sport,1LT,,,
jf1sg63666g715121,SUBARU,Forester,2.5X,Manual,,
2ftrf18w9yca64921,FORD,F-150,,,,
2g1ws583x89169095,CHEVROLET,Impala,Police Sedan (&9C1 or 9C3),,,
1ftrx18l2yna98423,FORD,F-150,,,,
2hkrl186xyh538877,HONDA,Odyssey,EX,Automatic,,
wbakb8c58cc965391,BMW,750Li,LWB,,,
wbakb8c59cc963925,BMW,750Li,LWB,,,
3gnda13d77s537705,CHEVROLET,HHR,LS,Manual,,
jm1fe173250156243,MAZDA,RX-8,,,,
1c4njrab5ed820212,JEEP,Patriot,Sport,,,
1c4njrab9ed804742,JEEP,Patriot,Sport,,,
salme15406a206581,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
4m2dv11w3tdj33676,MERCURY,Villager,,,,
wbaka8c50cc447021,BMW,750i,750i SWB,,,
salsh23466a955764,LAND ROVER,Range Rover Sport,Supercharged,Automatic,,
wd3pf4cd4e5868106,MERCEDES-BENZ,Sprinter,High Roof,,,
2fmda5140sbb46196,FORD,Windstar,,,,
1fmzu73k35ua91830,FORD,Explorer,XLT,,,
1b3el36x54n278793,DODGE,Stratus,SE,,,
2hkyf18695h509790,HONDA,Pilot,EX-L,Automatic,,
1j4fy19s9wp706939,JEEP,Wrangler,Sport/TJ,,,
wbakb8c5xcdx20781,BMW,750Li,LWB,,,
salmf1e47ca393116,LAND ROVER,Range Rover,HSE LUX,Automatic,,
2c4rdgdg3er385093,DODGE,Grand Caravan,Crew,,,
1fmdu83p3yza70432,FORD,Explorer,XLT,,,
1fdwx31p17eb22068,FORD,F-350,,,,
kndje723057106047,KIA,Sportage,,,,
1b4hs28z6wf123851,DODGE,Durango,Base,,,
1gndm19wxxb104763,CHEVROLET,Astro Van,,,,
zffyu51a5y0121034,FERRARI,360 Modena,Modena / Modena F1,,,
3gnal3ek9fs504594,CHEVROLET,Captiva Sport,1LT,,,
jtjbt20xx30007970,LEXUS,GX,470,,,
1c4njdab4ed820253,JEEP,Compass,Sport,,,
1c4njrab1ed805142,JEEP,Patriot,Sport,,,
3gnal3ek8fs520107,CHEVROLET,Captiva Sport,1LT,,,
3gnal2ek4fs522883,CHEVROLET,Captiva Sport,2LS,,,
3gnal3ek8fs518258,CHEVROLET,Captiva Sport,1LT,,,
2a4gm68436r902048,CHRYSLER,Pacifica,Touring,,,
3gnal3ek8fs515764,CHEVROLET,Captiva Sport,1LT,,,
wbakb8c5xcc964999,BMW,750Li,LWB,,,
wbakb8c54cc963119,BMW,750Li,LWB,,,
wbakc8c58cc437203,BMW,750Lxi,xDrive LWB,,,
wbakb8c52cdx20399,BMW,750Li,LWB,,,
jm1fe17n840124607,MAZDA,RX-8,,,,
1gkec16t63j233999,GMC,Yukon XL,,,,
1j4gw68n9xc548758,JEEP,Grand Cherokee,Limited,,,
2hkyf187x5h559624,HONDA,Pilot,EX-L,Automatic,,
jm1fe17n850143143,MAZDA,RX-8,,,,
1c4njrab7ed779971,JEEP,Patriot,Sport,,,
1c4njrabxed779981,JEEP,Patriot,Sport,,,
1c4njrab7ed804741,JEEP,Patriot,Sport,,,
1fmzu73k15ua80891,FORD,Explorer,XLT,,,
wbakb8c5xcc963318,BMW,750Li,LWB,,,
3gnal2ek5fs523007,CHEVROLET,Captiva Sport,2LS,,,
2lnbl8ev8bx754699,LINCOLN,Town Car,,,,
wbakb8c59cc965058,BMW,750Li,LWB,,,
1fdne1bw8cdb26274,FORD,E-150,,,,
2d4fv48v35h669761,DODGE,Magnum,Base/SXT,,,
1b3ej46x9vn549559,DODGE,Stratus,Base,,,
wdbrf52h37a950569,MERCEDES-BENZ,C-Class,,,,
1fmzu73k85za19685,FORD,Explorer,XLT,,,
jf1sg63633h713137,SUBARU,Forester,2.5X,Automatic,,
2c4gp44352r664857,CHRYSLER,Town and Country,LX,,,
wbakc8c55cc437966,BMW,750Lxi,xDrive LWB,,,
jtjbt20x970146896,LEXUS,GX,470,,,
2hjyk16426h508306,HONDA,Ridgeline,,Automatic,,
2hkrl1867yh576535,HONDA,Odyssey,EX,Automatic,,
wbakb8c51cdx20538,BMW,750Li,LWB,,,
wbakb8c55cdw84711,BMW,750Li,LWB,,,
wbakb8c54cdx20632,BMW,750Li,LWB,,,
wbakb8c52cc965130,BMW,750Li,LWB,,,
ja3aj26e57u016972,MITSUBISHI,Lancer,,,,
2hkyf18456h514047,HONDA,Pilot,EX,Automatic,,
2c4rdgdg5er401181,DODGE,Grand Caravan,Crew,,,
2c4rdgdg0er385049,DODGE,Grand Caravan,Crew,,,
wbakb8c55cc964229,BMW,750Li,LWB,,,
wbakb8c52cc448104,BMW,750Li,LWB,,,
1gbdv13187d156484,CHEVROLET,Uplander,APV Cargo/Mobility,,,
salsf25466a926414,LAND ROVER,Range Rover Sport,HSE,Automatic,,
1lnhm82v36y640367,LINCOLN,Town Car,,,,
1gyde63a140110114,CADILLAC,SRX,,,,
wbaka8c59bcy36870,BMW,750i,,,,
1d4gp24393b143244,DODGE,Caravan/Grand Caravan,,,,
2hkyf18735h572134,HONDA,Pilot,EX-L,Automatic,,
2p4fp253xvr225846,PLYMOUTH,Voyager,Base,,,
2g1ws553481337543,CHEVROLET,Impala,Police Sedan (&9C1 or 9C3),,,
jn1az34d53t103140,NISSAN,350Z,,,,
wbakb8c56cc965244,BMW,750Li,LWB,,,
2a4gm68466r720652,CHRYSLER,Pacifica,Touring,,,
jm1cr29l060130591,MAZDA,Mazda5,,,,
jtjht00w943547221,LEXUS,LX,470,,,
1gndx03e6yd139372,CHEVROLET,Venture,APV,,,
1g1nd52m5wy101254,CHEVROLET,Malibu,,,,
jtjht00w764006505,LEXUS,LX,470,,,
1gtek14vxye422562,GMC,Sierra,,,,
1j4gz78y9rc177711,JEEP,Grand Cherokee,Limited,,,
2c4rdgdg5er401195,DODGE,Grand Caravan,Crew,,,
2c4rdgdg0er401198,DODGE,Grand Caravan,Crew,,,
1c4njdab1ed820274,JEEP,Compass,Sport,,,
jtjbt20x670140912,LEXUS,GX,470,,,
2a4gf68426r634992,CHRYSLER,Pacifica,Touring,,,
1c4njdab7ed820120,JEEP,Compass,Sport,,,
1c4njdab0ed820136,JEEP,Compass,Sport,,,
2fafp71w86x120257,FORD,Crown Victoria,,,,
1g6dc67a750136615,CADILLAC,STS,,,,
salmf1e41ca372942,LAND ROVER,Range Rover,HSE LUX,Automatic,,
2d4rn1ae2ar190547,DODGE,Grand Caravan,C/V,,,
jf1sg63626h705096,SUBARU,Forester,2.5X,Automatic,,
jhmge87479c000563,HONDA,Fit,Sport,Manual,,
2a4gf68496r841007,CHRYSLER,Pacifica,Touring,,,
2c4gm68425r649521,CHRYSLER,Pacifica,Touring,,,
1fmpu18l9wla98701,FORD,Expedition,,,,
wbakc8c55cc435571,BMW,750Lxi,xDrive LWB,,,
1gbdv13w58d209753,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1b3el36x24n305786,DODGE,Stratus,SE,,,
1b4gp25342b537709,DODGE,Caravan,SE,,,
wbakb8c54cc965064,BMW,750Li,LWB,,,
wbakb8c53cdx20590,BMW,750Li,LWB,,,
2c4gm48l05r382018,CHRYSLER,Pacifica,Base,,,
jf1sg67695h711566,SUBARU,Forester,LL Bean,Automatic,,
2g1ws583781289760,CHEVROLET,Impala,Police Sedan (&9C1 or 9C3),,,
1g6dc67a460124570,CADILLAC,STS,V8,,,
jtjbt20x960117249,LEXUS,GX,470,,,
1gdjg31u541117913,GMC,Savana,,,,
jtjht00w433534312,LEXUS,LX,470,,,
2lmhj5nk9ebl53950,LINCOLN,MKT,,,,
1gnsc5e04br225369,CHEVROLET,Suburban,FL,,,
jm3er293770134039,MAZDA,CX-7,,,,
1g1yy26u565115246,CHEVROLET,Corvette,,,,
2d4fv48v65h670578,DODGE,Magnum,Base/SXT,,,
3gnal3ek3fs503781,CHEVROLET,Captiva Sport,1LT,,,
2fmza51617ba19214,FORD,Freestar,,,,
2c4rdgdg5er140246,DODGE,Grand Caravan,Crew,,,
2c4rdgdg8er401143,DODGE,Grand Caravan,Crew,,,
1c4njdab4ed819989,JEEP,Compass,Sport,,,
1c4njrab4ed815535,JEEP,Patriot,Sport,,,
1c4njrab6ed840839,JEEP,Patriot,Sport,,,
1j4fa44s26p752710,JEEP,Wrangler,Sport/Unlimited,,,
2c8gf78455r502592,CHRYSLER,Pacifica,Limited,,,
wbaka8c52ccy37912,BMW,750i,750i SWB,,,
wbakc6c54cdx99477,BMW,750xi,750xi xDrive SWB,,,
wbakb8c56cc964417,BMW,750Li,LWB,,,
wbakb8c54cdw84778,BMW,750Li,LWB,,,
wbakb8c57cdx20866,BMW,750Li,LWB,,,
wbakb8c50cc965336,BMW,750Li,LWB,,,
wbakb8c56cc448087,BMW,750Li,LWB,,,
wbakc8c53cc437772,BMW,750Lxi,xDrive LWB,,,
wbakb8c5xcc962542,BMW,750Li,LWB,,,
3gyfnfe43as638676,CADILLAC,SRX,Premium,,,
1ftnx21f0yeb68638,FORD,F-250,,,,
3vwf17at7em638434,VOLKSWAGEN,Beetle,,Automatic,,
1fmfu18l2vla51200,FORD,Expedition,,,,
jf1sg63637g722755,SUBARU,Forester,2.5X,Manual,,
1gbdv13138d209092,CHEVROLET,Uplander,APV Cargo/Mobility,,,
1fmzu73e64ub92918,FORD,Explorer,XLT,,,
1fmpu16l6ylc32506,FORD,Expedition,,,,
2ftrx08l2ycb14801,FORD,F-150,,,,
1gtek19t5xe523482,GMC,Sierra,,,,
3vwf17at3em636308,VOLKSWAGEN,Beetle,,Automatic,,
1c3al56t66n210578,CHRYSLER,Sebring,,,,
1g6dc67a150170047,CADILLAC,STS,,,,
1fmcu931x3kb35078,FORD,Escape,,,,
1gndm19w9wb122959,CHEVROLET,Astro Van,,,,
salmf1e40ca391742,LAND ROVER,Range Rover,HSE LUX,Automatic,,
2c8gm68404r370131,CHRYSLER,Pacifica,Touring,,,
1fmyu931x3kb43509,FORD,Escape,,,,
3vwf17at2em638289,VOLKSWAGEN,Beetle,,Automatic,,
3c4pddfg7dt627091,DODGE,Journey,R/T,,,
3c4pddfg0dt707199,DODGE,Journey,R/T,,,
jtmzf4dv7cd034095,TOYOTA,RAV4,Standard,,,
jtjbt20x440028458,LEXUS,GX,470,,,
salty19474a840416,LAND ROVER,Discovery,Leather 5 Seat,Automatic,,
1fdne1bw2cda35033,FORD,E-150,,,,
wbahl83557dt10824,BMW,750i,,,,
3gnda23p77s610488,CHEVROLET,HHR,LT,Manual,,
1fmfk17567la17515,FORD,Expedition MAX,,,,
1fdxe45p16ha00186,FORD,E-450,,,,
4m2dv11w4tdj56691,MERCURY,Villager,,,,
1g11x5slxfu101349,CHEVROLET,Impala,LS (1FL),,,
2d8hn44hx8r601267,DODGE,Caravan/Grand Caravan,SE,,,
jtjbt20x260117951,LEXUS,GX,470,,,
jm1fe173150146769,MAZDA,RX-8,,,,
1fmyu92163ka00770,FORD,Escape,,,,
kmhd25lh4eu181691,HYUNDAI,,,,,
1fdwe35lx5hb23244,FORD,E-350,,,,
2hkrl1861yh591001,HONDA,Odyssey,EX,Automatic,,
1b7gg22y2ws733415,DODGE,Dakota,Sport/SLT,,,
2c4rdgdg5er401326,DODGE,Grand Caravan,Crew,,,
2c4rdgdg3er401342,DODGE,Grand Caravan,Crew,,,
2c4rdgdg7er401229,DODGE,Grand Caravan,Crew,,,
2c4rdgdg7er385047,DODGE,Grand Caravan,Crew,,,
2g11x5sl5f9133915,CHEVROLET,Impala,LS (1FL),,,
2g11x5slxf9131948,CHEVROLET,Impala,LS (1FL),,,
1g11a5sl9ff244332,CHEVROLET,Malibu,LS (1FL),,,
1c4njrab8ed815635,JEEP,Patriot,Sport,,,
1c4njrab1ed820210,JEEP,Patriot,Sport,,,
1c4njrab3ed805143,JEEP,Patriot,Sport,,,
1g1yy26e875133475,CHEVROLET,Corvette,,,,
salsf25456a913024,LAND ROVER,Range Rover Sport,HSE,Automatic,,
1g1yy24u455111058,CHEVROLET,Corvette,,,,
wvwad63b35p033551,VOLKSWAGEN,Passat,,,,
1gnfk16t43j117534,CHEVROLET,Suburban,,,,
2d4gp443x3r149048,DODGE,Caravan/Grand Caravan,Sport,,,
2a4gm68456r658046,CHRYSLER,Pacifica,Touring,,,
salme15476a224060,LAND ROVER,Range Rover,HSE SPEC 1,Automatic,,
1fmzu73k25za35655,FORD,Explorer,XLT,,,
1fmzu73k85ua64042,FORD,Explorer,XLT,,,
1g1yy22g545111629,CHEVROLET,Corvette,,,,
2b3hd56j3yh134157,DODGE,Intrepid,ES,,,
1b4hs28z6xf610761,DODGE,Durango,Base,,,
2fmza5148xbb29952,FORD,Windstar,,,,
5nmsgdag1ah370379,HYUNDAI,Santa Fe,GLS,,,
2c3cdxkt0eh261993,DODGE,Charger,Police,,,
3vwf17at4em637354,VOLKSWAGEN,Beetle,,Automatic,,
3gnal4ekxfs533303,CHEVROLET,Captiva Sport,LTZ,,,
1c4njdab3fd129572,JEEP,Compass,Sport,,,
3gnal4ek9fs502642,CHEVROLET,Captiva Sport,LTZ,,,
3gnal2ek7fs518598,CHEVROLET,Captiva Sport,2LS,,,
3gnal2ek1fs516149,CHEVROLET,Captiva Sport,2LS,,,
3gnal3ek3fs502016,CHEVROLET,Captiva Sport,1LT,,,
3gnal2ek9fs519719,CHEVROLET,Captiva Sport,2LS,,,
3gnal2ek2fs518010,CHEVROLET,Captiva Sport,2LS,,,
3gnal2ek5fs518423,CHEVROLET,Captiva Sport,2LS,,,
salsk25427a113228,LAND ROVER,Range Rover Sport,HSE Spec 3,Automatic,,
5tbbv58117s467304,TOYOTA,Tundra,Limited,,,
jf1sg696x6h735860,SUBARU,Forester,2.5XT,Automatic,,
2c4gm684x5r657835,CHRYSLER,Pacifica,Touring,,,
2c4gf48415r287034,CHRYSLER,Pacifica,Base,,,
2fahp71w75x135002,FORD,Crown Victoria,,,,
wbakc8c50cc435297,BMW,750Lxi,xDrive LWB,,,
wbakb8c51cc448109,BMW,750Li,LWB,,,
2a4rr4de5ar271695,CHRYSLER,Town and Country,LX,,,
2d8hn44h58r127373,DODGE,Caravan/Grand Caravan,SE,,,
1fdss31l76ha19731,FORD,E-350,,,,
jf1sg63626h714039,SUBARU,Forester,2.5X,Automatic,,
jtjbt20x850087790,LEXUS,GX,470,,,
jtjbt20x440035457,LEXUS,GX,470,,,
1c3el46r92n279095,CHRYSLER,Sebring,LX,,,
2g1ws583681247158,CHEVROLET,Impala,Police Sedan (&9C1 or 9C3),,,
2fahp71w47x138863,FORD,Crown Victoria,,,,
salsf25446a962537,LAND ROVER,Range Rover Sport,HSE,Automatic,,
5fnyf185x5b058911,HONDA,Pilot,EX-L,Automatic,,
1b3el36x34n190583,DODGE,Stratus,SE,,,
1g6dc67a670186103,CADILLAC,STS,V8,,,
2hkrl1864yh573995,HONDA,Odyssey,EX,Automatic,,
4n2xn11t5xd837180,NISSAN,Quest,,,,
2lmhj5nk4ebl55539,LINCOLN,MKT,,,,
3vwf17at1em646254,VOLKSWAGEN,Beetle,,Automatic,,
3vwf17at5em658505,VOLKSWAGEN,Beetle,,Automatic,,
4a32b2ff6ae018384,MITSUBISHI,Galant,,,,
1gbdv13108d171787,CHEVROLET,Uplander,APV Cargo/Mobility,,,
jm3er293670107804,MAZDA,CX-7,,,,
2t1kr32e17c636886,TOYOTA,Corolla Matrix,,,,
3gnda23d96s635168,CHEVROLET,HHR,LT,,,
jtjbt20x450072221,LEXUS,GX,470,,,
jtjbt20x340028970,LEXUS,GX,470,,,
2hkyf18504h556051,HONDA,Pilot,EX-L,Automatic,,
1c3bc8fg4bn577532,CHRYSLER,200,S / S Convertible,,,
wdbrf52h67f930075,MERCEDES-BENZ,C-Class,,,,
2g4wf582261280444,BUICK,Allure,,,,
jtjbt20x360111219,LEXUS,GX,470,,,
salaa25405a000485,LAND ROVER,LR3,Standard,Automatic,,
1fdxe45p94ha68071,FORD,E-450,,,,
3vwf17at3em640844,VOLKSWAGEN,Beetle,,Automatic,,
3vwf17atxem636077,VOLKSWAGEN,Beetle,,Automatic,,
4a32b2ff4ce018368,MITSUBISHI,Galant,,,,
1fdne1bw5bdb15439,FORD,E-150,,,,
4a4jn2asxbe034611,MITSUBISHI,Endeavor,,,,
1d3hv18p19s815733,DODGE,Ram,1500,,,
jm3er293970154339,MAZDA,CX-7,,,,
1fmzu73k25uc01721,FORD,Explorer,XLT,,,
wdbrf61j04f534231,MERCEDES-BENZ,C-Class,,,,
jn1az34dx4t151766,NISSAN,350Z,,,,
2hkrl186xyh560247,HONDA,Odyssey,EX,Automatic,,
1j4fy49s8xp404657,JEEP,Wrangler,Sahara/TJ,,,
1fdss3bl0dda51147,FORD,E-350,,,,
1d8hb48n98f133287,DODGE,Durango,SLT,,,
3gnda13d27s637761,CHEVROLET,HHR,LS,Manual,,
2hkyf18606h560600,HONDA,Pilot,EX-L( With RES),Automatic,,
jn1az34e03t020546,NISSAN,350Z,,,,
jm3er293970153661,MAZDA,CX-7,,,,
1g6dc67ax60133547,CADILLAC,STS,V8,,,
wbakb8c50cc963599,BMW,750Li,LWB,,,
wbakc6c50cc396490,BMW,750xi,750xi xDrive SWB,,,
wbakb8c56cdx20308,BMW,750Li,LWB,,,
wbakb8c55cc962965,BMW,750Li,LWB,,,
wbakb8c56cdx20602,BMW,750Li,LWB,,,
wbakc8c58cc436519,BMW,750Lxi,xDrive LWB,,,
1fdse35l19da62572,FORD,E-350,,,,
3gnca23p18s661031,CHEVROLET,HHR,LT-1LT,Automatic,,
1g1yy25u675138957,CHEVROLET,Corvette,,,,
salmf15497a239349,LAND ROVER,Range Rover,HSE / Supercharged Spec 2,Automatic,,
wdbrf52h97f928188,MERCEDES-BENZ,C-Class,,,,
jtjbt20x170141398,LEXUS,GX,470,,,
2a4gm68436r902406,CHRYSLER,Pacifica,Touring,,,
2hjyk16556h535928,HONDA,Ridgeline,,Automatic,,
salsf25486a906830,LAND ROVER,Range Rover Sport,HSE,Automatic,,
1fmzu63k45ub17748,FORD,Explorer,XLT,,,
jm1fe173050153020,MAZDA,RX-8,,,,
4f2cz94165km13949,MAZDA,Tribute,,,,
1b3es46cx4d560245,DODGE,Neon,Neon SX2.0,,,
salme11493a127556,LAND ROVER,Range Rover,Feature Specification 2,Automatic,,
1b4hr28z3yf227616,DODGE,Durango,Base,,,
1b7gg22n9ys760782,DODGE,Dakota,Base,,,
